filename,true_label,generator,fake_score,predicted_label,correct,runtime_sec
img_001_real.png,REAL,REAL,0.0035,REAL,TRUE,0.0838
img_002_real.png,REAL,REAL,0.0029,REAL,TRUE,0.0826
img_003_real.png,REAL,REAL,0.0132,REAL,TRUE,0.0812
img_004_real.png,REAL,REAL,0.012,REAL,TRUE,0.089
img_005_real.png,REAL,REAL,0.0056,REAL,TRUE,0.0896
img_006_real.png,REAL,REAL,0.0064,REAL,TRUE,0.0878
img_007_real.png,REAL,REAL,0.0152,REAL,TRUE,0.0823
img_008_real.png,REAL,REAL,0.0067,REAL,TRUE,0.0772
img_009_real.png,REAL,REAL,0.1,REAL,TRUE,0.0808
img_010_real.png,REAL,REAL,0.005,REAL,TRUE,0.0791
img_011_real.png,REAL,REAL,0.0016,REAL,TRUE,0.081
img_012_real.png,REAL,REAL,0.004,REAL,TRUE,0.0771
img_013_real.png,REAL,REAL,0.0139,REAL,TRUE,0.0811
img_014_real.png,REAL,REAL,0.0467,REAL,TRUE,0.0825
img_015_real.png,REAL,REAL,0.0035,REAL,TRUE,0.0879
img_016_real.png,REAL,REAL,0.0029,REAL,TRUE,0.0862
img_017_real.png,REAL,REAL,0.0015,REAL,TRUE,0.0919
img_018_real.png,REAL,REAL,0.0132,REAL,TRUE,0.0851
img_019_real.png,REAL,REAL,0.012,REAL,TRUE,0.0819
img_020_real.png,REAL,REAL,0.0024,REAL,TRUE,0.0801
img_001_fakeA.png,FAKE,A,0.0581,REAL,FALSE,0.0817
img_002_fakeA.png,FAKE,A,0.2963,REAL,FALSE,0.0817
img_003_fakeA.png,FAKE,A,0.02,REAL,FALSE,0.0797
img_004_fakeA.png,FAKE,A,0.0312,REAL,FALSE,0.0839
img_005_fakeA.png,FAKE,A,0.1876,REAL,FALSE,0.0878
img_006_fakeA.png,FAKE,A,0.0027,REAL,FALSE,0.0801
img_007_fakeA.png,FAKE,A,0.2323,REAL,FALSE,0.077
img_008_fakeA.png,FAKE,A,0.0736,REAL,FALSE,0.0837
img_009_fakeA.png,FAKE,A,0.4522,REAL,FALSE,0.0821
img_010_fakeA.png,FAKE,A,0.0621,REAL,FALSE,0.0814
img_011_fakeA.png,FAKE,A,0.5099,FAKE,TRUE,0.0815
img_012_fakeA.png,FAKE,A,0.3544,REAL,FALSE,0.0835
img_013_fakeA.png,FAKE,A,0.6837,FAKE,TRUE,0.0803
img_014_fakeA.png,FAKE,A,0.8592,FAKE,TRUE,0.0808
img_015_fakeA.png,FAKE,A,0.13,REAL,FALSE,0.0767
img_016_fakeA.png,FAKE,A,0.0261,REAL,FALSE,0.0804
img_017_fakeA.png,FAKE,A,0.6495,FAKE,TRUE,0.0794
img_018_fakeA.png,FAKE,A,0.1379,REAL,FALSE,0.0862
img_019_fakeA.png,FAKE,A,0.0822,REAL,FALSE,0.0809
img_020_fakeA.png,FAKE,A,0.0649,REAL,FALSE,0.0835
img_001_fakeB.png,FAKE,B,0.028,REAL,FALSE,0.0835
img_002_fakeB.png,FAKE,B,0.0969,REAL,FALSE,0.0778
img_003_fakeB.png,FAKE,B,0.0167,REAL,FALSE,0.0771
img_004_fakeB.png,FAKE,B,0.0178,REAL,FALSE,0.0791
img_005_fakeB.png,FAKE,B,0.115,REAL,FALSE,0.0807
img_006_fakeB.png,FAKE,B,0.0016,REAL,FALSE,0.0743
img_007_fakeB.png,FAKE,B,0.2063,REAL,FALSE,0.0782
img_008_fakeB.png,FAKE,B,0.0231,REAL,FALSE,0.0807
img_009_fakeB.png,FAKE,B,0.0437,REAL,FALSE,0.0788
img_010_fakeB.png,FAKE,B,0.0463,REAL,FALSE,0.0818
img_011_fakeB.png,FAKE,B,0.253,REAL,FALSE,0.0795
img_012_fakeB.png,FAKE,B,0.1878,REAL,FALSE,0.0749
img_013_fakeB.png,FAKE,B,0.5648,FAKE,TRUE,0.0791
img_014_fakeB.png,FAKE,B,0.6211,FAKE,TRUE,0.0767
img_015_fakeB.png,FAKE,B,0.0354,REAL,FALSE,0.0772
img_016_fakeB.png,FAKE,B,0.0252,REAL,FALSE,0.0782
img_017_fakeB.png,FAKE,B,0.6778,FAKE,TRUE,0.0807
img_018_fakeB.png,FAKE,B,0.0618,REAL,FALSE,0.0751
img_019_fakeB.png,FAKE,B,0.0879,REAL,FALSE,0.0816
img_020_fakeB.png,FAKE,B,0.0662,REAL,FALSE,0.0812
