detector,condition,filename,true_label,generator,fake_score,predicted_label,correct
M2_XceptionNet,jpeg_q90,img_001_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_002_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_003_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_004_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_005_real.png,REAL,REAL,0.9997,FAKE,False
M2_XceptionNet,jpeg_q90,img_006_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_007_real.png,REAL,REAL,0.9964,FAKE,False
M2_XceptionNet,jpeg_q90,img_008_real.png,REAL,REAL,0.9984,FAKE,False
M2_XceptionNet,jpeg_q90,img_009_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_010_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_011_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_012_real.png,REAL,REAL,0.9978,FAKE,False
M2_XceptionNet,jpeg_q90,img_013_real.png,REAL,REAL,0.9999,FAKE,False
M2_XceptionNet,jpeg_q90,img_014_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_015_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_016_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_017_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_018_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_019_real.png,REAL,REAL,1.0,FAKE,False
M2_XceptionNet,jpeg_q90,img_020_real.png,REAL,REAL,0.9924,FAKE,False
M2_XceptionNet,jpeg_q90,img_001_fakeA.png,FAKE,A,0.9999,FAKE,True
M2_XceptionNet,jpeg_q90,img_002_fakeA.png,FAKE,A,0.9998,FAKE,True
M2_XceptionNet,jpeg_q90,img_003_fakeA.png,FAKE,A,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_004_fakeA.png,FAKE,A,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_005_fakeA.png,FAKE,A,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_006_fakeA.png,FAKE,A,0.5751,FAKE,True
M2_XceptionNet,jpeg_q90,img_007_fakeA.png,FAKE,A,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_008_fakeA.png,FAKE,A,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_009_fakeA.png,FAKE,A,0.4253,REAL,False
M2_XceptionNet,jpeg_q90,img_010_fakeA.png,FAKE,A,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_011_fakeA.png,FAKE,A,0.0002,REAL,False
M2_XceptionNet,jpeg_q90,img_012_fakeA.png,FAKE,A,0.9994,FAKE,True
M2_XceptionNet,jpeg_q90,img_013_fakeA.png,FAKE,A,0.8196,FAKE,True
M2_XceptionNet,jpeg_q90,img_014_fakeA.png,FAKE,A,0.8971,FAKE,True
M2_XceptionNet,jpeg_q90,img_015_fakeA.png,FAKE,A,0.9999,FAKE,True
M2_XceptionNet,jpeg_q90,img_016_fakeA.png,FAKE,A,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_017_fakeA.png,FAKE,A,0.997,FAKE,True
M2_XceptionNet,jpeg_q90,img_018_fakeA.png,FAKE,A,0.9999,FAKE,True
M2_XceptionNet,jpeg_q90,img_019_fakeA.png,FAKE,A,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_020_fakeA.png,FAKE,A,0.9999,FAKE,True
M2_XceptionNet,jpeg_q90,img_001_fakeB.png,FAKE,B,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_002_fakeB.png,FAKE,B,0.9996,FAKE,True
M2_XceptionNet,jpeg_q90,img_003_fakeB.png,FAKE,B,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_004_fakeB.png,FAKE,B,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_005_fakeB.png,FAKE,B,0.9998,FAKE,True
M2_XceptionNet,jpeg_q90,img_006_fakeB.png,FAKE,B,0.9996,FAKE,True
M2_XceptionNet,jpeg_q90,img_007_fakeB.png,FAKE,B,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_008_fakeB.png,FAKE,B,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_009_fakeB.png,FAKE,B,0.8825,FAKE,True
M2_XceptionNet,jpeg_q90,img_010_fakeB.png,FAKE,B,1.0,FAKE,True
M2_XceptionNet,jpeg_q90,img_011_fakeB.png,FAKE,B,0.9198,FAKE,True
