filename,true_label,generator,fake_score,predicted_label,correct,runtime_sec
img_001_real.png,REAL,REAL,1.0,FAKE,False,0.0464
img_002_real.png,REAL,REAL,1.0,FAKE,False,0.0414
img_003_real.png,REAL,REAL,1.0,FAKE,False,0.0445
img_004_real.png,REAL,REAL,1.0,FAKE,False,0.0428
img_005_real.png,REAL,REAL,0.9998,FAKE,False,0.0448
img_006_real.png,REAL,REAL,1.0,FAKE,False,0.0438
img_007_real.png,REAL,REAL,0.998,FAKE,False,0.0446
img_008_real.png,REAL,REAL,0.9978,FAKE,False,0.0456
img_009_real.png,REAL,REAL,1.0,FAKE,False,0.0405
img_010_real.png,REAL,REAL,1.0,FAKE,False,0.0416
img_011_real.png,REAL,REAL,1.0,FAKE,False,0.0451
img_012_real.png,REAL,REAL,0.9976,FAKE,False,0.0422
img_013_real.png,REAL,REAL,0.9999,FAKE,False,0.0408
img_014_real.png,REAL,REAL,1.0,FAKE,False,0.0428
img_015_real.png,REAL,REAL,1.0,FAKE,False,0.0452
img_016_real.png,REAL,REAL,1.0,FAKE,False,0.0446
img_017_real.png,REAL,REAL,1.0,FAKE,False,0.0445
img_018_real.png,REAL,REAL,1.0,FAKE,False,0.0447
img_019_real.png,REAL,REAL,1.0,FAKE,False,0.0451
img_020_real.png,REAL,REAL,0.9932,FAKE,False,0.0435
img_001_fakeA.png,FAKE,A,0.9999,FAKE,True,0.0477
img_002_fakeA.png,FAKE,A,0.9999,FAKE,True,0.0446
img_003_fakeA.png,FAKE,A,0.9999,FAKE,True,0.0446
img_004_fakeA.png,FAKE,A,1.0,FAKE,True,0.0456
img_005_fakeA.png,FAKE,A,0.9999,FAKE,True,0.0458
img_006_fakeA.png,FAKE,A,0.1067,REAL,False,0.0447
img_007_fakeA.png,FAKE,A,1.0,FAKE,True,0.045
img_008_fakeA.png,FAKE,A,1.0,FAKE,True,0.0456
img_009_fakeA.png,FAKE,A,0.3775,REAL,False,0.0453
img_010_fakeA.png,FAKE,A,1.0,FAKE,True,0.0478
img_011_fakeA.png,FAKE,A,0.0011,REAL,False,0.0477
img_012_fakeA.png,FAKE,A,0.9991,FAKE,True,0.0483
img_013_fakeA.png,FAKE,A,0.7775,FAKE,True,0.0438
img_014_fakeA.png,FAKE,A,0.9863,FAKE,True,0.0437
img_015_fakeA.png,FAKE,A,1.0,FAKE,True,0.0454
img_016_fakeA.png,FAKE,A,1.0,FAKE,True,0.0427
img_017_fakeA.png,FAKE,A,0.9984,FAKE,True,0.0437
img_018_fakeA.png,FAKE,A,0.9999,FAKE,True,0.0401
img_019_fakeA.png,FAKE,A,1.0,FAKE,True,0.0466
img_020_fakeA.png,FAKE,A,1.0,FAKE,True,0.0484
img_001_fakeB.png,FAKE,B,1.0,FAKE,True,0.0468
img_002_fakeB.png,FAKE,B,0.9983,FAKE,True,0.0472
img_003_fakeB.png,FAKE,B,1.0,FAKE,True,0.0454
img_004_fakeB.png,FAKE,B,1.0,FAKE,True,0.0459
img_005_fakeB.png,FAKE,B,0.9997,FAKE,True,0.0431
img_006_fakeB.png,FAKE,B,1.0,FAKE,True,0.0435
img_007_fakeB.png,FAKE,B,1.0,FAKE,True,0.0427
img_008_fakeB.png,FAKE,B,1.0,FAKE,True,0.0434
img_009_fakeB.png,FAKE,B,0.044,REAL,False,0.0418
img_010_fakeB.png,FAKE,B,1.0,FAKE,True,0.0386
img_011_fakeB.png,FAKE,B,0.9992,FAKE,True,0.0446
img_012_fakeB.png,FAKE,B,0.9761,FAKE,True,0.0428
img_013_fakeB.png,FAKE,B,0.9938,FAKE,True,0.0422
img_014_fakeB.png,FAKE,B,0.9701,FAKE,True,0.0452
img_015_fakeB.png,FAKE,B,0.9781,FAKE,True,0.0448
img_016_fakeB.png,FAKE,B,0.9998,FAKE,True,0.0383
img_017_fakeB.png,FAKE,B,0.9881,FAKE,True,0.0426
img_018_fakeB.png,FAKE,B,0.9992,FAKE,True,0.0468
img_019_fakeB.png,FAKE,B,0.9999,FAKE,True,0.0466
img_020_fakeB.png,FAKE,B,1.0,FAKE,True,0.0472
