filename,true_label,generator,fake_score,predicted_label,correct,runtime_sec
img_001_real.png,REAL,REAL,0.0657,REAL,True,0.0677
img_002_real.png,REAL,REAL,0.0552,REAL,True,0.0581
img_003_real.png,REAL,REAL,0.1346,REAL,True,0.0553
img_004_real.png,REAL,REAL,0.0211,REAL,True,0.056
img_005_real.png,REAL,REAL,0.0884,REAL,True,0.0549
img_006_real.png,REAL,REAL,0.1432,REAL,True,0.0534
img_007_real.png,REAL,REAL,0.1354,REAL,True,0.0555
img_008_real.png,REAL,REAL,0.0438,REAL,True,0.0591
img_009_real.png,REAL,REAL,0.3686,REAL,True,0.0567
img_010_real.png,REAL,REAL,0.4184,REAL,True,0.0547
img_011_real.png,REAL,REAL,0.1051,REAL,True,0.0552
img_012_real.png,REAL,REAL,0.0597,REAL,True,0.0549
img_013_real.png,REAL,REAL,0.0644,REAL,True,0.0568
img_014_real.png,REAL,REAL,0.2808,REAL,True,0.0503
img_015_real.png,REAL,REAL,0.0657,REAL,True,0.0586
img_016_real.png,REAL,REAL,0.0552,REAL,True,0.0539
img_017_real.png,REAL,REAL,0.074,REAL,True,0.0578
img_018_real.png,REAL,REAL,0.1346,REAL,True,0.0604
img_019_real.png,REAL,REAL,0.0211,REAL,True,0.0549
img_020_real.png,REAL,REAL,0.1246,REAL,True,0.0554
img_001_fakeA.png,FAKE,A,0.0052,REAL,False,0.0568
img_002_fakeA.png,FAKE,A,0.0034,REAL,False,0.0594
img_003_fakeA.png,FAKE,A,0.0442,REAL,False,0.0555
img_004_fakeA.png,FAKE,A,0.7585,FAKE,True,0.0538
img_005_fakeA.png,FAKE,A,0.0508,REAL,False,0.0572
img_006_fakeA.png,FAKE,A,0.3913,REAL,False,0.0564
img_007_fakeA.png,FAKE,A,0.0295,REAL,False,0.0569
img_008_fakeA.png,FAKE,A,0.2626,REAL,False,0.0527
img_009_fakeA.png,FAKE,A,0.7972,FAKE,True,0.0581
img_010_fakeA.png,FAKE,A,0.1317,REAL,False,0.0546
img_011_fakeA.png,FAKE,A,0.2083,REAL,False,0.0592
img_012_fakeA.png,FAKE,A,0.043,REAL,False,0.055
img_013_fakeA.png,FAKE,A,0.0045,REAL,False,0.0577
img_014_fakeA.png,FAKE,A,0.0169,REAL,False,0.0548
img_015_fakeA.png,FAKE,A,0.0628,REAL,False,0.0529
img_016_fakeA.png,FAKE,A,0.2649,REAL,False,0.0577
img_017_fakeA.png,FAKE,A,0.0237,REAL,False,0.0568
img_018_fakeA.png,FAKE,A,0.0497,REAL,False,0.0612
img_019_fakeA.png,FAKE,A,0.433,REAL,False,0.0534
img_020_fakeA.png,FAKE,A,0.0047,REAL,False,0.0564
img_001_fakeB.png,FAKE,B,0.0091,REAL,False,0.0545
img_002_fakeB.png,FAKE,B,0.007,REAL,False,0.0568
img_003_fakeB.png,FAKE,B,0.0549,REAL,False,0.0573
img_004_fakeB.png,FAKE,B,0.6691,FAKE,True,0.0568
img_005_fakeB.png,FAKE,B,0.1272,REAL,False,0.0553
img_006_fakeB.png,FAKE,B,0.4513,REAL,False,0.0569
img_007_fakeB.png,FAKE,B,0.0512,REAL,False,0.0595
img_008_fakeB.png,FAKE,B,0.3357,REAL,False,0.0592
img_009_fakeB.png,FAKE,B,0.6467,FAKE,True,0.0553
img_010_fakeB.png,FAKE,B,0.1989,REAL,False,0.057
img_011_fakeB.png,FAKE,B,0.1979,REAL,False,0.0556
img_012_fakeB.png,FAKE,B,0.1271,REAL,False,0.0556
img_013_fakeB.png,FAKE,B,0.0077,REAL,False,0.0588
img_014_fakeB.png,FAKE,B,0.016,REAL,False,0.0575
img_015_fakeB.png,FAKE,B,0.1392,REAL,False,0.0558
img_016_fakeB.png,FAKE,B,0.2712,REAL,False,0.0551
img_017_fakeB.png,FAKE,B,0.0273,REAL,False,0.0551
img_018_fakeB.png,FAKE,B,0.1008,REAL,False,0.0565
img_019_fakeB.png,FAKE,B,0.3664,REAL,False,0.0552
img_020_fakeB.png,FAKE,B,0.0069,REAL,False,0.0541
