detector,condition,filename,true_label,generator,fake_score,predicted_label,correct
M4_EfficientNetB4,jpeg_q90,img_001_real.png,REAL,REAL,0.9097,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_002_real.png,REAL,REAL,0.8959,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_003_real.png,REAL,REAL,0.9218,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_004_real.png,REAL,REAL,0.9034,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_005_real.png,REAL,REAL,0.9406,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_006_real.png,REAL,REAL,0.9377,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_007_real.png,REAL,REAL,0.7541,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_008_real.png,REAL,REAL,0.9493,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_009_real.png,REAL,REAL,0.9436,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_010_real.png,REAL,REAL,0.9638,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_011_real.png,REAL,REAL,0.9212,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_012_real.png,REAL,REAL,0.9158,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_013_real.png,REAL,REAL,0.8122,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_014_real.png,REAL,REAL,0.8706,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_015_real.png,REAL,REAL,0.9097,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_016_real.png,REAL,REAL,0.8959,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_017_real.png,REAL,REAL,0.91,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_018_real.png,REAL,REAL,0.9218,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_019_real.png,REAL,REAL,0.9034,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_020_real.png,REAL,REAL,0.9657,FAKE,False
M4_EfficientNetB4,jpeg_q90,img_001_fakeA.png,FAKE,A,0.9907,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_002_fakeA.png,FAKE,A,0.9266,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_003_fakeA.png,FAKE,A,0.9855,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_004_fakeA.png,FAKE,A,0.9534,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_005_fakeA.png,FAKE,A,0.7753,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_006_fakeA.png,FAKE,A,0.899,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_007_fakeA.png,FAKE,A,0.9905,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_008_fakeA.png,FAKE,A,0.9531,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_009_fakeA.png,FAKE,A,0.4429,REAL,False
M4_EfficientNetB4,jpeg_q90,img_010_fakeA.png,FAKE,A,0.9344,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_011_fakeA.png,FAKE,A,0.3845,REAL,False
M4_EfficientNetB4,jpeg_q90,img_012_fakeA.png,FAKE,A,0.6492,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_013_fakeA.png,FAKE,A,0.8799,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_014_fakeA.png,FAKE,A,0.232,REAL,False
M4_EfficientNetB4,jpeg_q90,img_015_fakeA.png,FAKE,A,0.9601,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_016_fakeA.png,FAKE,A,0.9672,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_017_fakeA.png,FAKE,A,0.9236,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_018_fakeA.png,FAKE,A,0.6122,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_019_fakeA.png,FAKE,A,0.9735,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_020_fakeA.png,FAKE,A,0.9968,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_001_fakeB.png,FAKE,B,0.9916,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_002_fakeB.png,FAKE,B,0.9222,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_003_fakeB.png,FAKE,B,0.9773,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_004_fakeB.png,FAKE,B,0.9541,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_005_fakeB.png,FAKE,B,0.7729,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_006_fakeB.png,FAKE,B,0.9123,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_007_fakeB.png,FAKE,B,0.9837,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_008_fakeB.png,FAKE,B,0.9313,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_009_fakeB.png,FAKE,B,0.6039,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_010_fakeB.png,FAKE,B,0.9721,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_011_fakeB.png,FAKE,B,0.316,REAL,False
M4_EfficientNetB4,jpeg_q90,img_012_fakeB.png,FAKE,B,0.8195,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_013_fakeB.png,FAKE,B,0.9371,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_014_fakeB.png,FAKE,B,0.4125,REAL,False
M4_EfficientNetB4,jpeg_q90,img_015_fakeB.png,FAKE,B,0.9488,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_016_fakeB.png,FAKE,B,0.9524,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_017_fakeB.png,FAKE,B,0.9112,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_018_fakeB.png,FAKE,B,0.7142,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_019_fakeB.png,FAKE,B,0.975,FAKE,True
M4_EfficientNetB4,jpeg_q90,img_020_fakeB.png,FAKE,B,0.9929,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_001_real.png,REAL,REAL,0.9534,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_002_real.png,REAL,REAL,0.8572,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_003_real.png,REAL,REAL,0.9599,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_004_real.png,REAL,REAL,0.8834,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_005_real.png,REAL,REAL,0.9905,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_006_real.png,REAL,REAL,0.9458,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_007_real.png,REAL,REAL,0.8922,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_008_real.png,REAL,REAL,0.9566,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_009_real.png,REAL,REAL,0.9653,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_010_real.png,REAL,REAL,0.9876,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_011_real.png,REAL,REAL,0.9298,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_012_real.png,REAL,REAL,0.9584,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_013_real.png,REAL,REAL,0.9092,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_014_real.png,REAL,REAL,0.944,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_015_real.png,REAL,REAL,0.9534,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_016_real.png,REAL,REAL,0.8572,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_017_real.png,REAL,REAL,0.9779,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_018_real.png,REAL,REAL,0.9599,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_019_real.png,REAL,REAL,0.8834,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_020_real.png,REAL,REAL,0.9145,FAKE,False
M4_EfficientNetB4,jpeg_q50,img_001_fakeA.png,FAKE,A,0.991,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_002_fakeA.png,FAKE,A,0.9476,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_003_fakeA.png,FAKE,A,0.9912,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_004_fakeA.png,FAKE,A,0.9328,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_005_fakeA.png,FAKE,A,0.7372,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_006_fakeA.png,FAKE,A,0.9397,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_007_fakeA.png,FAKE,A,0.9824,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_008_fakeA.png,FAKE,A,0.8654,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_009_fakeA.png,FAKE,A,0.2729,REAL,False
M4_EfficientNetB4,jpeg_q50,img_010_fakeA.png,FAKE,A,0.9555,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_011_fakeA.png,FAKE,A,0.4531,REAL,False
M4_EfficientNetB4,jpeg_q50,img_012_fakeA.png,FAKE,A,0.6788,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_013_fakeA.png,FAKE,A,0.9595,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_014_fakeA.png,FAKE,A,0.4628,REAL,False
M4_EfficientNetB4,jpeg_q50,img_015_fakeA.png,FAKE,A,0.9318,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_016_fakeA.png,FAKE,A,0.9808,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_017_fakeA.png,FAKE,A,0.9436,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_018_fakeA.png,FAKE,A,0.7977,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_019_fakeA.png,FAKE,A,0.9618,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_020_fakeA.png,FAKE,A,0.9966,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_001_fakeB.png,FAKE,B,0.9941,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_002_fakeB.png,FAKE,B,0.9472,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_003_fakeB.png,FAKE,B,0.9816,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_004_fakeB.png,FAKE,B,0.9307,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_005_fakeB.png,FAKE,B,0.8084,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_006_fakeB.png,FAKE,B,0.8997,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_007_fakeB.png,FAKE,B,0.9672,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_008_fakeB.png,FAKE,B,0.894,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_009_fakeB.png,FAKE,B,0.3978,REAL,False
M4_EfficientNetB4,jpeg_q50,img_010_fakeB.png,FAKE,B,0.9813,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_011_fakeB.png,FAKE,B,0.3547,REAL,False
M4_EfficientNetB4,jpeg_q50,img_012_fakeB.png,FAKE,B,0.8282,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_013_fakeB.png,FAKE,B,0.923,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_014_fakeB.png,FAKE,B,0.416,REAL,False
M4_EfficientNetB4,jpeg_q50,img_015_fakeB.png,FAKE,B,0.9051,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_016_fakeB.png,FAKE,B,0.967,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_017_fakeB.png,FAKE,B,0.9402,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_018_fakeB.png,FAKE,B,0.8525,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_019_fakeB.png,FAKE,B,0.9427,FAKE,True
M4_EfficientNetB4,jpeg_q50,img_020_fakeB.png,FAKE,B,0.9901,FAKE,True
M4_EfficientNetB4,blur_light,img_001_real.png,REAL,REAL,0.9267,FAKE,False
M4_EfficientNetB4,blur_light,img_002_real.png,REAL,REAL,0.9043,FAKE,False
M4_EfficientNetB4,blur_light,img_003_real.png,REAL,REAL,0.948,FAKE,False
M4_EfficientNetB4,blur_light,img_004_real.png,REAL,REAL,0.902,FAKE,False
M4_EfficientNetB4,blur_light,img_005_real.png,REAL,REAL,0.9071,FAKE,False
M4_EfficientNetB4,blur_light,img_006_real.png,REAL,REAL,0.915,FAKE,False
M4_EfficientNetB4,blur_light,img_007_real.png,REAL,REAL,0.8125,FAKE,False
M4_EfficientNetB4,blur_light,img_008_real.png,REAL,REAL,0.9422,FAKE,False
M4_EfficientNetB4,blur_light,img_009_real.png,REAL,REAL,0.9202,FAKE,False
M4_EfficientNetB4,blur_light,img_010_real.png,REAL,REAL,0.9629,FAKE,False
M4_EfficientNetB4,blur_light,img_011_real.png,REAL,REAL,0.9106,FAKE,False
M4_EfficientNetB4,blur_light,img_012_real.png,REAL,REAL,0.958,FAKE,False
M4_EfficientNetB4,blur_light,img_013_real.png,REAL,REAL,0.9196,FAKE,False
M4_EfficientNetB4,blur_light,img_014_real.png,REAL,REAL,0.7951,FAKE,False
M4_EfficientNetB4,blur_light,img_015_real.png,REAL,REAL,0.9267,FAKE,False
M4_EfficientNetB4,blur_light,img_016_real.png,REAL,REAL,0.9043,FAKE,False
M4_EfficientNetB4,blur_light,img_017_real.png,REAL,REAL,0.9398,FAKE,False
M4_EfficientNetB4,blur_light,img_018_real.png,REAL,REAL,0.948,FAKE,False
M4_EfficientNetB4,blur_light,img_019_real.png,REAL,REAL,0.902,FAKE,False
M4_EfficientNetB4,blur_light,img_020_real.png,REAL,REAL,0.9232,FAKE,False
M4_EfficientNetB4,blur_light,img_001_fakeA.png,FAKE,A,0.9876,FAKE,True
M4_EfficientNetB4,blur_light,img_002_fakeA.png,FAKE,A,0.9363,FAKE,True
M4_EfficientNetB4,blur_light,img_003_fakeA.png,FAKE,A,0.9866,FAKE,True
M4_EfficientNetB4,blur_light,img_004_fakeA.png,FAKE,A,0.9518,FAKE,True
M4_EfficientNetB4,blur_light,img_005_fakeA.png,FAKE,A,0.6885,FAKE,True
M4_EfficientNetB4,blur_light,img_006_fakeA.png,FAKE,A,0.9633,FAKE,True
M4_EfficientNetB4,blur_light,img_007_fakeA.png,FAKE,A,0.9863,FAKE,True
M4_EfficientNetB4,blur_light,img_008_fakeA.png,FAKE,A,0.9701,FAKE,True
M4_EfficientNetB4,blur_light,img_009_fakeA.png,FAKE,A,0.8634,FAKE,True
M4_EfficientNetB4,blur_light,img_010_fakeA.png,FAKE,A,0.9449,FAKE,True
M4_EfficientNetB4,blur_light,img_011_fakeA.png,FAKE,A,0.4146,REAL,False
M4_EfficientNetB4,blur_light,img_012_fakeA.png,FAKE,A,0.7039,FAKE,True
M4_EfficientNetB4,blur_light,img_013_fakeA.png,FAKE,A,0.9021,FAKE,True
M4_EfficientNetB4,blur_light,img_014_fakeA.png,FAKE,A,0.2043,REAL,False
M4_EfficientNetB4,blur_light,img_015_fakeA.png,FAKE,A,0.9709,FAKE,True
M4_EfficientNetB4,blur_light,img_016_fakeA.png,FAKE,A,0.9695,FAKE,True
M4_EfficientNetB4,blur_light,img_017_fakeA.png,FAKE,A,0.8727,FAKE,True
M4_EfficientNetB4,blur_light,img_018_fakeA.png,FAKE,A,0.701,FAKE,True
M4_EfficientNetB4,blur_light,img_019_fakeA.png,FAKE,A,0.9861,FAKE,True
M4_EfficientNetB4,blur_light,img_020_fakeA.png,FAKE,A,0.9946,FAKE,True
M4_EfficientNetB4,blur_light,img_001_fakeB.png,FAKE,B,0.9905,FAKE,True
M4_EfficientNetB4,blur_light,img_002_fakeB.png,FAKE,B,0.9376,FAKE,True
M4_EfficientNetB4,blur_light,img_003_fakeB.png,FAKE,B,0.9865,FAKE,True
M4_EfficientNetB4,blur_light,img_004_fakeB.png,FAKE,B,0.9656,FAKE,True
M4_EfficientNetB4,blur_light,img_005_fakeB.png,FAKE,B,0.7535,FAKE,True
M4_EfficientNetB4,blur_light,img_006_fakeB.png,FAKE,B,0.9682,FAKE,True
M4_EfficientNetB4,blur_light,img_007_fakeB.png,FAKE,B,0.986,FAKE,True
M4_EfficientNetB4,blur_light,img_008_fakeB.png,FAKE,B,0.9727,FAKE,True
M4_EfficientNetB4,blur_light,img_009_fakeB.png,FAKE,B,0.9019,FAKE,True
M4_EfficientNetB4,blur_light,img_010_fakeB.png,FAKE,B,0.9712,FAKE,True
M4_EfficientNetB4,blur_light,img_011_fakeB.png,FAKE,B,0.4272,REAL,False
M4_EfficientNetB4,blur_light,img_012_fakeB.png,FAKE,B,0.9023,FAKE,True
M4_EfficientNetB4,blur_light,img_013_fakeB.png,FAKE,B,0.9485,FAKE,True
M4_EfficientNetB4,blur_light,img_014_fakeB.png,FAKE,B,0.3398,REAL,False
M4_EfficientNetB4,blur_light,img_015_fakeB.png,FAKE,B,0.9747,FAKE,True
M4_EfficientNetB4,blur_light,img_016_fakeB.png,FAKE,B,0.9618,FAKE,True
M4_EfficientNetB4,blur_light,img_017_fakeB.png,FAKE,B,0.8876,FAKE,True
M4_EfficientNetB4,blur_light,img_018_fakeB.png,FAKE,B,0.823,FAKE,True
M4_EfficientNetB4,blur_light,img_019_fakeB.png,FAKE,B,0.9877,FAKE,True
M4_EfficientNetB4,blur_light,img_020_fakeB.png,FAKE,B,0.9932,FAKE,True
M4_EfficientNetB4,blur_medium,img_001_real.png,REAL,REAL,0.9448,FAKE,False
M4_EfficientNetB4,blur_medium,img_002_real.png,REAL,REAL,0.9376,FAKE,False
M4_EfficientNetB4,blur_medium,img_003_real.png,REAL,REAL,0.9612,FAKE,False
M4_EfficientNetB4,blur_medium,img_004_real.png,REAL,REAL,0.9318,FAKE,False
M4_EfficientNetB4,blur_medium,img_005_real.png,REAL,REAL,0.9523,FAKE,False
M4_EfficientNetB4,blur_medium,img_006_real.png,REAL,REAL,0.9528,FAKE,False
M4_EfficientNetB4,blur_medium,img_007_real.png,REAL,REAL,0.9489,FAKE,False
M4_EfficientNetB4,blur_medium,img_008_real.png,REAL,REAL,0.9428,FAKE,False
M4_EfficientNetB4,blur_medium,img_009_real.png,REAL,REAL,0.9551,FAKE,False
M4_EfficientNetB4,blur_medium,img_010_real.png,REAL,REAL,0.9605,FAKE,False
M4_EfficientNetB4,blur_medium,img_011_real.png,REAL,REAL,0.9378,FAKE,False
M4_EfficientNetB4,blur_medium,img_012_real.png,REAL,REAL,0.979,FAKE,False
M4_EfficientNetB4,blur_medium,img_013_real.png,REAL,REAL,0.9368,FAKE,False
M4_EfficientNetB4,blur_medium,img_014_real.png,REAL,REAL,0.9214,FAKE,False
M4_EfficientNetB4,blur_medium,img_015_real.png,REAL,REAL,0.9448,FAKE,False
M4_EfficientNetB4,blur_medium,img_016_real.png,REAL,REAL,0.9376,FAKE,False
M4_EfficientNetB4,blur_medium,img_017_real.png,REAL,REAL,0.9622,FAKE,False
M4_EfficientNetB4,blur_medium,img_018_real.png,REAL,REAL,0.9612,FAKE,False
M4_EfficientNetB4,blur_medium,img_019_real.png,REAL,REAL,0.9318,FAKE,False
M4_EfficientNetB4,blur_medium,img_020_real.png,REAL,REAL,0.9236,FAKE,False
M4_EfficientNetB4,blur_medium,img_001_fakeA.png,FAKE,A,0.9961,FAKE,True
M4_EfficientNetB4,blur_medium,img_002_fakeA.png,FAKE,A,0.9711,FAKE,True
M4_EfficientNetB4,blur_medium,img_003_fakeA.png,FAKE,A,0.9909,FAKE,True
M4_EfficientNetB4,blur_medium,img_004_fakeA.png,FAKE,A,0.9598,FAKE,True
M4_EfficientNetB4,blur_medium,img_005_fakeA.png,FAKE,A,0.7296,FAKE,True
M4_EfficientNetB4,blur_medium,img_006_fakeA.png,FAKE,A,0.9775,FAKE,True
M4_EfficientNetB4,blur_medium,img_007_fakeA.png,FAKE,A,0.9867,FAKE,True
M4_EfficientNetB4,blur_medium,img_008_fakeA.png,FAKE,A,0.9699,FAKE,True
M4_EfficientNetB4,blur_medium,img_009_fakeA.png,FAKE,A,0.9391,FAKE,True
M4_EfficientNetB4,blur_medium,img_010_fakeA.png,FAKE,A,0.963,FAKE,True
M4_EfficientNetB4,blur_medium,img_011_fakeA.png,FAKE,A,0.4714,REAL,False
M4_EfficientNetB4,blur_medium,img_012_fakeA.png,FAKE,A,0.7837,FAKE,True
M4_EfficientNetB4,blur_medium,img_013_fakeA.png,FAKE,A,0.9389,FAKE,True
M4_EfficientNetB4,blur_medium,img_014_fakeA.png,FAKE,A,0.6934,FAKE,True
M4_EfficientNetB4,blur_medium,img_015_fakeA.png,FAKE,A,0.9801,FAKE,True
M4_EfficientNetB4,blur_medium,img_016_fakeA.png,FAKE,A,0.9661,FAKE,True
M4_EfficientNetB4,blur_medium,img_017_fakeA.png,FAKE,A,0.9517,FAKE,True
M4_EfficientNetB4,blur_medium,img_018_fakeA.png,FAKE,A,0.8711,FAKE,True
M4_EfficientNetB4,blur_medium,img_019_fakeA.png,FAKE,A,0.9946,FAKE,True
M4_EfficientNetB4,blur_medium,img_020_fakeA.png,FAKE,A,0.9951,FAKE,True
M4_EfficientNetB4,blur_medium,img_001_fakeB.png,FAKE,B,0.9959,FAKE,True
M4_EfficientNetB4,blur_medium,img_002_fakeB.png,FAKE,B,0.9799,FAKE,True
M4_EfficientNetB4,blur_medium,img_003_fakeB.png,FAKE,B,0.9851,FAKE,True
M4_EfficientNetB4,blur_medium,img_004_fakeB.png,FAKE,B,0.9683,FAKE,True
M4_EfficientNetB4,blur_medium,img_005_fakeB.png,FAKE,B,0.9052,FAKE,True
M4_EfficientNetB4,blur_medium,img_006_fakeB.png,FAKE,B,0.9805,FAKE,True
M4_EfficientNetB4,blur_medium,img_007_fakeB.png,FAKE,B,0.9893,FAKE,True
M4_EfficientNetB4,blur_medium,img_008_fakeB.png,FAKE,B,0.9712,FAKE,True
M4_EfficientNetB4,blur_medium,img_009_fakeB.png,FAKE,B,0.9547,FAKE,True
M4_EfficientNetB4,blur_medium,img_010_fakeB.png,FAKE,B,0.9832,FAKE,True
M4_EfficientNetB4,blur_medium,img_011_fakeB.png,FAKE,B,0.4975,REAL,False
M4_EfficientNetB4,blur_medium,img_012_fakeB.png,FAKE,B,0.9236,FAKE,True
M4_EfficientNetB4,blur_medium,img_013_fakeB.png,FAKE,B,0.9411,FAKE,True
M4_EfficientNetB4,blur_medium,img_014_fakeB.png,FAKE,B,0.7587,FAKE,True
M4_EfficientNetB4,blur_medium,img_015_fakeB.png,FAKE,B,0.9834,FAKE,True
M4_EfficientNetB4,blur_medium,img_016_fakeB.png,FAKE,B,0.9774,FAKE,True
M4_EfficientNetB4,blur_medium,img_017_fakeB.png,FAKE,B,0.9611,FAKE,True
M4_EfficientNetB4,blur_medium,img_018_fakeB.png,FAKE,B,0.9639,FAKE,True
M4_EfficientNetB4,blur_medium,img_019_fakeB.png,FAKE,B,0.9962,FAKE,True
M4_EfficientNetB4,blur_medium,img_020_fakeB.png,FAKE,B,0.9934,FAKE,True
M4_EfficientNetB4,noise_low,img_001_real.png,REAL,REAL,0.83,FAKE,False
M4_EfficientNetB4,noise_low,img_002_real.png,REAL,REAL,0.7225,FAKE,False
M4_EfficientNetB4,noise_low,img_003_real.png,REAL,REAL,0.8307,FAKE,False
